ngram,all,up,down,polarity,hawk/dov
신조선/NNG,23,15.0,7.0,2.4373855635222554,hawkish
해암/NNG,23,8.0,13.0,0.6999671361910069,dovish
부실채권/NNG;우려/NNG,23,10.0,8.0,1.4218082453879826,hawkish
우려/NNG;경기/NNG;부양/NNG,23,4.0,14.0,0.32498474180296744,dovish
영양제/NNG,23,18.0,1.0,20.474038733586948,hawkish
하락/NNG;강화/NNG,23,6.0,11.0,0.6204254161693016,dovish
베단타/NNG,23,14.0,5.0,3.1848504696690814,hawkish
재정/NNG;적자/NNG;해소/NNG,23,11.0,6.0,2.0853187599023744,hawkish
경기/NNG;꺾/VV기자/NNG,23,10.0,8.0,1.4218082453879826,hawkish
소요액/NNG,23,12.0,3.0,4.5497863852415446,hawkish
주택시장/NNG;약화/NNG,23,14.0,7.0,2.2748931926207723,hawkish
경제/NNG;지표/NNG;불확실성/NNG,23,11.0,4.0,3.1279781398535613,hawkish
디플레이션/NNG;우려/NNG;높/VA,23,3.0,15.0,0.2274893192620772,dovish
심사관/NNG,23,7.0,12.0,0.663510514514392,dovish
위험/NNG;악화/NNG,23,11.0,8.0,1.5639890699267807,hawkish
약력/NNG,23,13.0,7.0,2.1124008217192882,hawkish
신용스프레드/NNG;저점/NNG,23,7.0,12.0,0.663510514514392,dovish
시중/NNG;유동성/NNG;풀/VV,23,4.0,8.0,0.568723298155193,dovish
외화대출/NNG;용도/NNG;제한/NNG,23,14.0,4.0,3.9810630870863513,hawkish
마땅찮/VA,23,14.0,4.0,3.9810630870863513,hawkish
제조업/NNG;일자리/NNG;감소/NNG,23,6.0,11.0,0.6204254161693016,dovish
벌어들일/VV,23,13.0,6.0,2.46446762533917,hawkish
금/NNG;가격/NNG;낮/VA,23,11.0,8.0,1.5639890699267807,hawkish
노동/NNG;비용/NNG;오르/VV,23,16.0,5.0,3.639829108193236,hawkish
데이트레이딩/NNG,23,7.0,11.0,0.7238296521975185,dovish
계회/NNG,23,1.0,15.0,0.07582977308735907,dovish
절연/NNG,23,5.0,13.0,0.4374794601193793,dovish
결항/NNG,23,9.0,6.0,1.7061698944655794,hawkish
경제/NNG;매우/MAG;강하/VA,23,6.0,12.0,0.5687232981551931,dovish
지출/NNG;늘/VV특파원/NNG,23,6.0,10.0,0.6824679577862317,dovish
통화/NNG;완화/NNG;압력/NNG,23,5.0,11.0,0.5170211801410847,dovish
경제/NNG;여건/NNG;어렵/VA,23,8.0,12.0,0.7582977308735908,dovish
통화/NNG;완화/NNG;기대/NNG;크/VV,23,8.0,12.0,0.7582977308735908,dovish
경기/NNG;예상/NNG;부진/NNG,23,4.0,12.0,0.3791488654367954,dovish
부동산/NNG;대출/NNG;규제/NNG;강화/NNG,23,12.0,5.0,2.729871831144927,hawkish
매출액경상이익률/NNG,23,15.0,7.0,2.4373855635222554,hawkish
운집/NNG,23,5.0,10.0,0.5687232981551932,dovish
인플레이션/NNG;위험/NNG;낮/VA,23,8.0,12.0,0.7582977308735908,dovish
복직/NNG,23,5.0,9.0,0.6319147757279923,dovish
재정/NNG;건전성/NNG;개선/NNG,23,4.0,13.0,0.34998356809550346,dovish
젤/NNG,23,7.0,15.0,0.5308084116115135,dovish
유가/NNG;수요/NNG;증가/NNG,23,14.0,9.0,1.7693613720383783,hawkish
금리/NNG;역사적/VAX;최저/NNG,23,6.0,11.0,0.6204254161693016,dovish
crs/NNG;금리/NNG;소폭/MAG;상승/NNG,23,7.0,6.0,1.327021029028784,hawkish
바나나/NNG,23,15.0,4.0,4.265424736163947,hawkish
금리/NNG;완만/NNG;오르/VV,23,4.0,13.0,0.34998356809550346,dovish
위급/NNG,23,8.0,12.0,0.7582977308735908,dovish
경제/NNG;충격/NNG;주/VV;않/VX,23,5.0,13.0,0.4374794601193793,dovish
상종가/NNG,23,5.0,13.0,0.4374794601193793,dovish
면도/NNG,23,12.0,10.0,1.3649359155724634,hawkish
집값/NNG;최대/NNG,23,1.0,15.0,0.07582977308735907,dovish
어떤지를/VA,23,11.0,9.0,1.390212506601583,hawkish
nan금융/NNG,23,11.0,9.0,1.390212506601583,hawkish
야성/NNG,23,14.0,4.0,3.9810630870863513,hawkish
경기/NNG;부진/NNG;우려/NNG;크/VV,23,7.0,11.0,0.7238296521975185,dovish
채권시장/NNG;반대/NNG,23,11.0,5.0,2.5023825118828493,hawkish
특별소비세/NNG,23,11.0,9.0,1.390212506601583,hawkish
밀려야/VV,23,5.0,14.0,0.40623092725370935,dovish
인플레이션/NNG;목표/NNG;낮/VA,23,4.0,16.0,0.2843616490775965,dovish
완화/NNG;우호적/VAX,23,7.0,14.0,0.5687232981551931,dovish
慧/NNG,23,10.0,7.0,1.6249237090148374,hawkish
전환비율/NNG,23,12.0,7.0,1.9499084508178046,hawkish
fed/NNG;양적완화/NNG;종료/NNG;금리/NNG;인상/NNG,23,3.0,15.0,0.2274893192620772,dovish
외침/NNG,23,7.0,12.0,0.663510514514392,dovish
분양시장/NNG;호황/NNG,23,7.0,6.0,1.327021029028784,hawkish
식과/NNG,23,14.0,7.0,2.2748931926207723,hawkish
가격/NNG;타격/NNG,23,12.0,5.0,2.729871831144927,hawkish
금리/NNG;인상/NNG;경계/NNG;높/VA,23,9.0,7.0,1.4624313381133536,hawkish
역비/NNG,23,6.0,15.0,0.4549786385241544,dovish
실적/NNG;모멘텀/NNG;강화/NNG,23,14.0,7.0,2.2748931926207723,hawkish
시한부/NNG,23,13.0,9.0,1.64297841689278,hawkish
경제/NNG;지표/NNG;악재/NNG,23,4.0,13.0,0.34998356809550346,dovish
유한/NNG,23,13.0,3.0,4.92893525067834,hawkish
서포트/NNG,23,9.0,5.0,2.0474038733586952,hawkish
민간경제조사/NNG,23,6.0,13.0,0.5249753521432552,dovish
대실/NNG,23,9.0,7.0,1.4624313381133536,hawkish
금융시장/NNG;호조/NNG,23,5.0,14.0,0.40623092725370935,dovish
시공자/NNG,23,10.0,5.0,2.2748931926207727,hawkish
스크랩/NNG,23,6.0,15.0,0.4549786385241544,dovish
물가/NNG;상승률/NNG;잡/VV,23,12.0,7.0,1.9499084508178046,hawkish
산액/NNG,23,14.0,9.0,1.7693613720383783,hawkish
재투자/NNG;줄/VV,23,4.0,12.0,0.3791488654367954,dovish
순이익/NNG;그치/VV,23,10.0,8.0,1.4218082453879826,hawkish
기대/NNG;부정적/VAX,23,4.0,11.0,0.4136169441128677,dovish
위기/NNG;확산/NNG;우려/NNG,23,16.0,5.0,3.639829108193236,hawkish
금리선물/NNG;시장/NNG;금리/NNG;인하/NNG,23,12.0,6.0,2.2748931926207723,hawkish
조세조약/NNG,23,12.0,9.0,1.5165954617471813,hawkish
申年/NNG,23,17.0,3.0,6.445530712425522,hawkish
반전시/NNG,23,5.0,12.0,0.4739360817959943,dovish
조동/NNG,23,17.0,3.0,6.445530712425522,hawkish
위층/NNG,23,15.0,3.0,5.68723298155193,hawkish
심각/NNG;경기/NNG;둔화/NNG,23,10.0,7.0,1.6249237090148374,hawkish
완화/NNG;위험자산/NNG;선호/NNG,23,3.0,12.0,0.28436164907759653,dovish
pmi/NNG;긍정적/VAX,23,6.0,12.0,0.5687232981551931,dovish
불확실성/NNG;부진/NNG,23,6.0,15.0,0.4549786385241544,dovish
cac40/NNG;지수/NNG;하락/NNG,23,13.0,4.0,3.6967014380087546,hawkish
선조/NNG,23,6.0,13.0,0.5249753521432552,dovish
아문/NNG,23,12.0,7.0,1.9499084508178046,hawkish
업황/NNG;부정적/VAX,23,14.0,6.0,2.654042058057568,hawkish
전망/NNG;높/VV특파원/NNG,23,11.0,6.0,2.0853187599023744,hawkish
장기물/NNG;입찰/NNG;부담/NNG,23,7.0,12.0,0.663510514514392,dovish
실적/NNG;전망/NNG;하향/NNG;하락/NNG,23,8.0,6.0,1.5165954617471815,hawkish
실적/NNG;낙관/NNG,23,8.0,14.0,0.6499694836059349,dovish
보수주의/NNG,23,6.0,13.0,0.5249753521432552,dovish
풀릴지/VV,23,12.0,9.0,1.5165954617471813,hawkish
가격/NNG;하락/NNG;압박/NNG,23,12.0,6.0,2.2748931926207723,hawkish
마이너스gdp/NNG;갭/NNG;점차/MAG;축소/NNG,23,2.0,15.0,0.15165954617471814,dovish
합작품/NNG,23,12.0,6.0,2.2748931926207723,hawkish
복역/NNG,23,7.0,12.0,0.663510514514392,dovish
만료일/NNG,23,6.0,14.0,0.48747711270445115,dovish
응했/VV,23,6.0,14.0,0.48747711270445115,dovish
아이맥스/NNG,23,9.0,5.0,2.0474038733586952,hawkish
퇴직급여보장법/NNG,23,5.0,10.0,0.5687232981551932,dovish
투자/NNG;경기/NNG;회복/NNG,23,9.0,7.0,1.4624313381133536,hawkish
무역/NNG;촉진/NNG,23,5.0,13.0,0.4374794601193793,dovish
예상/NNG;웃돌/VV;넘/VV,23,5.0,13.0,0.4374794601193793,dovish
비사업용토지/NNG,23,2.0,13.0,0.17499178404775173,dovish
다운페이먼트/NNG,23,6.0,13.0,0.5249753521432552,dovish
금리/NNG;상승/NNG;일시적/VAX,23,12.0,7.0,1.9499084508178046,hawkish
영사관/NNG,23,12.0,8.0,1.706169894465579,hawkish
금리/NNG;튀/VV;오르/VV,23,7.0,11.0,0.7238296521975185,dovish
고고/NNG,23,7.0,14.0,0.5687232981551931,dovish
경기/NNG;영향/NNG;줄/VV,23,7.0,13.0,0.6124712441671311,dovish
경기/NNG;회복/NNG;기업/NNG;실적/NNG;개선/NNG,23,12.0,7.0,1.9499084508178046,hawkish
순이자마진율/NNG,23,11.0,7.0,1.7874160799163208,hawkish
인플레이션/NNG;전망/NNG;안정/NNG,23,15.0,5.0,3.4123397889311584,hawkish
채권투자/NNG;심리/NNG;악화/NNG,23,4.0,10.0,0.4549786385241545,dovish
외화/NNG;유동성/NNG;개선/NNG,23,7.0,15.0,0.5308084116115135,dovish
건전성/NNG;지표/NNG;양호/NNG,23,6.0,10.0,0.6824679577862317,dovish
엎/VV,23,10.0,8.0,1.4218082453879826,hawkish
외국인/NNG;투자/NNG;제한/NNG,23,12.0,8.0,1.706169894465579,hawkish
소비/NNG;내수/NNG;회복/NNG,23,4.0,11.0,0.4136169441128677,dovish
가격/NNG;상승/NNG;채권/NNG;금리/NNG;하락/NNG,23,14.0,7.0,2.2748931926207723,hawkish
생명표/NNG,23,12.0,6.0,2.2748931926207723,hawkish
휘둘렸/VV,23,12.0,9.0,1.5165954617471813,hawkish
민생/NNG;경제/NNG;회복/NNG,23,6.0,5.0,1.3649359155724634,hawkish
국채/NNG;증가/NNG,23,11.0,9.0,1.390212506601583,hawkish
급파/NNG,23,5.0,14.0,0.40623092725370935,dovish
지수/NNG;국제/NNG;유가/NNG;하락/NNG,23,2.0,14.0,0.16249237090148372,dovish
고춧가루/NNG,23,4.0,8.0,0.568723298155193,dovish
문젯거리/NNG,23,5.0,10.0,0.5687232981551932,dovish
경제/NNG;성장률/NNG;부정적/VAX,23,11.0,7.0,1.7874160799163208,hawkish
경기/NNG;지표/NNG;좋/VA;않/VX,23,3.0,20.0,0.17061698944655793,dovish
약화/NNG;일시적/VAX,23,5.0,14.0,0.40623092725370935,dovish
건설/NNG;확대/NNG,23,11.0,9.0,1.390212506601583,hawkish
비리/VA,23,13.0,4.0,3.6967014380087546,hawkish
금리/NNG;인하/NNG;기대/NNG;쉽/VA,23,9.0,7.0,1.4624313381133536,hawkish
고여/VV,23,5.0,18.0,0.31595738786399613,dovish
동당/NNG,23,1.0,14.0,0.08124618545074186,dovish
세워졌/VV,23,8.0,12.0,0.7582977308735908,dovish
유동성/NNG;선호/NNG,23,6.0,14.0,0.48747711270445115,dovish
글로벌/NNG;국채/NNG;금리/NNG;급등/NNG,23,14.0,5.0,3.1848504696690814,hawkish
소비/NNG;여력/NNG;증가/NNG,23,10.0,5.0,2.2748931926207727,hawkish
대출/NNG;증가율/NNG;상승/NNG,23,5.0,15.0,0.3791488654367954,dovish
권세/NNG,23,13.0,7.0,2.1124008217192882,hawkish
재정위기/NNG;악재/NNG,23,16.0,6.0,3.033190923494363,hawkish
너리/NNG,23,12.0,8.0,1.706169894465579,hawkish
전례/NNG;찾/VV;어렵/VA,23,15.0,6.0,2.843616490775965,hawkish
빠져나갈지/VV,23,12.0,5.0,2.729871831144927,hawkish
가격/NNG;하락/NNG;상쇄/NNG,23,7.0,12.0,0.663510514514392,dovish
회복/NNG;견고/NNG,23,8.0,13.0,0.6999671361910069,dovish
티비/NNG,23,11.0,5.0,2.5023825118828493,hawkish
튀기/VV,23,5.0,12.0,0.4739360817959943,dovish
학실/NNG,23,2.0,8.0,0.2843616490775965,dovish
국제/NNG;금융시장/NNG;불안/NNG;완화/NNG,23,3.0,17.0,0.20072586993712693,dovish
자산시장/NNG;안정/NNG,23,10.0,7.0,1.6249237090148374,hawkish
성장동력/NNG;약하/VA,23,11.0,4.0,3.1279781398535613,hawkish
지켜진/VV,23,12.0,7.0,1.9499084508178046,hawkish
좌절감/NNG,23,14.0,9.0,1.7693613720383783,hawkish
인상/NNG;경계/NNG,23,14.0,3.0,5.308084116115136,hawkish
곤/NNG,23,17.0,4.0,4.83414803431914,hawkish
'금융기관/NNG',23,13.0,9.0,1.64297841689278,hawkish
흘러내렸/VV,23,12.0,5.0,2.729871831144927,hawkish
가격/NNG;단기/NNG;급락/NNG,23,6.0,10.0,0.6824679577862317,dovish
침체/NNG;심각/NNG,23,7.0,12.0,0.663510514514392,dovish
가목/NNG,23,4.0,12.0,0.3791488654367954,dovish
신흥국/NNG;신용위험/NNG,23,10.0,5.0,2.2748931926207727,hawkish
경기/NNG;둔화/NNG;우려/NNG;상승/NNG,23,13.0,6.0,2.46446762533917,hawkish
긍정적/VAX;상승/NNG,23,10.0,8.0,1.4218082453879826,hawkish
지표/NNG;최대/NNG,23,7.0,12.0,0.663510514514392,dovish
회복/NNG;불확실성/NNG,23,13.0,6.0,2.46446762533917,hawkish
표주/NNG,23,2.0,12.0,0.1895744327183977,dovish
우려/NNG;fed/NNG;금리/NNG;인하/NNG,23,12.0,10.0,1.3649359155724634,hawkish
시중/NNG;돈/NNG;많이/MAG;풀/VV,23,9.0,6.0,1.7061698944655794,hawkish
민속/NNG,23,18.0,4.0,5.118509683396737,hawkish
수요측면/NNG;하방/NNG;압력/NNG,23,5.0,14.0,0.40623092725370935,dovish
미/NNG;국채/NNG;금리/NNG;높/VA,23,7.0,13.0,0.6124712441671311,dovish
치배/NNG,23,1.0,21.0,0.05416412363382791,dovish
제조업/NNG;경기/NNG;둔화/NNG;우려/NNG,23,10.0,7.0,1.6249237090148374,hawkish
풍문/NNG,23,5.0,10.0,0.5687232981551932,dovish
앉힐/VV,23,7.0,12.0,0.663510514514392,dovish
강하/VA;상승/NNG특파원/NNG,23,12.0,4.0,3.412339788931158,hawkish
허용량/NNG,23,6.0,1.0,6.824679577862316,hawkish
금리/NNG;오르/VV;국채/NNG;금리/NNG;상승/NNG,23,8.0,13.0,0.6999671361910069,dovish
박힌/VV,23,9.0,6.0,1.7061698944655794,hawkish
글로벌/NNG;금융시장/NNG;패닉/NNG,23,14.0,9.0,1.7693613720383783,hawkish
국채/NNG;가격/NNG;국채입찰/NNG;실망/NNG,23,3.0,12.0,0.28436164907759653,dovish
수요/NNG;감소/NNG;우려/NNG;하락/NNG,23,12.0,7.0,1.9499084508178046,hawkish
완화/NNG;전환/NNG,23,12.0,8.0,1.706169894465579,hawkish
제조업/NNG;지표/NNG;둔화/NNG,23,11.0,6.0,2.0853187599023744,hawkish
맞부딪치/VV,23,3.0,16.0,0.21327123680819737,dovish
금리/NNG;인하/NNG;기대/NNG;지지/NNG,23,7.0,14.0,0.5687232981551931,dovish
전고점/NNG;부담/NNG,23,14.0,6.0,2.654042058057568,hawkish
우려/NNG;주가/NNG;상승/NNG,23,13.0,8.0,1.8483507190043773,hawkish
쩌/MAG,23,10.0,8.0,1.4218082453879826,hawkish
기념비/NNG,23,7.0,13.0,0.6124712441671311,dovish
미/NNG;경제/NNG;지표/NNG;호조/NNG;상승/NNG,23,7.0,11.0,0.7238296521975185,dovish
기업/NNG;비용/NNG;증가/NNG,23,6.0,13.0,0.5249753521432552,dovish
부동산/NNG;금리/NNG;인하/NNG,23,3.0,19.0,0.17959683099637674,dovish
주택담보대출/NNG;늘/VV;증가/NNG,23,7.0,12.0,0.663510514514392,dovish
금리/NNG;많이/MAG;오르/VV;않/VX,23,9.0,7.0,1.4624313381133536,hawkish
위험/NNG;수위/NNG;넘/VV,23,13.0,10.0,1.4786805752035022,hawkish
나로호/NNG,23,14.0,7.0,2.2748931926207723,hawkish
수익성/NNG;확대/NNG,23,9.0,7.0,1.4624313381133536,hawkish
관찰자/NNG,23,4.0,15.0,0.30331909234943627,dovish
호조/NNG;물가/NNG;상승/NNG;압력/NNG,23,5.0,8.0,0.7109041226939913,dovish
권현/NNG,23,7.0,13.0,0.6124712441671311,dovish
풍조/NNG,23,10.0,7.0,1.6249237090148374,hawkish
통화/NNG;완화/NNG;확대/NNG,23,15.0,4.0,4.265424736163947,hawkish
할/NNG,23,14.0,6.0,2.654042058057568,hawkish
금리/NNG;내리/VV;쉽/VA;않/VX,23,8.0,13.0,0.6999671361910069,dovish
우려/NNG;투자심리/NNG;부정적/VAX,23,11.0,9.0,1.390212506601583,hawkish
실적/NNG;경제/NNG;지표/NNG;호조/NNG,23,6.0,11.0,0.6204254161693016,dovish
능하/VA,23,15.0,5.0,3.4123397889311584,hawkish
올라와서/VV,23,11.0,8.0,1.5639890699267807,hawkish
수국/NNG,23,5.0,12.0,0.4739360817959943,dovish
장대비/NNG,23,13.0,5.0,2.9573611504070043,hawkish
주택시장/NNG;최악/NNG,23,14.0,8.0,1.9905315435431756,hawkish
껴안/VV,23,5.0,9.0,0.6319147757279923,dovish
지웠/VV,23,5.0,11.0,0.5170211801410847,dovish
메이트/NNG,23,17.0,3.0,6.445530712425522,hawkish
불안/NNG;차단/NNG,23,7.0,11.0,0.7238296521975185,dovish
정기변경/NNG,23,6.0,13.0,0.5249753521432552,dovish
완화/NNG;기대/NNG;강세/NNG,23,7.0,14.0,0.5687232981551931,dovish
등채/NNG,23,5.0,13.0,0.4374794601193793,dovish
시중/NNG;돈/NNG;넘/VV,23,7.0,15.0,0.5308084116115135,dovish
투자/NNG;저해/NNG,23,11.0,8.0,1.5639890699267807,hawkish
가격/NNG;위험자산/NNG;선호/NNG,23,6.0,11.0,0.6204254161693016,dovish
거시/NNG;성장/NNG,23,11.0,9.0,1.390212506601583,hawkish
時報/NNG,23,9.0,6.0,1.7061698944655794,hawkish
roic/NNG,23,5.0,8.0,0.7109041226939913,dovish
수출업체/NNG;네고/NNG;상승/NNG,23,5.0,12.0,0.4739360817959943,dovish
프론티어마켓/NNG,23,4.0,10.0,0.4549786385241545,dovish
v자형/NNG;회복/NNG,23,12.0,9.0,1.5165954617471813,hawkish
특정인/NNG,23,13.0,9.0,1.64297841689278,hawkish
원화/NNG;금리/NNG;상승/NNG,23,12.0,5.0,2.729871831144927,hawkish
구매/NNG;확대/NNG,23,11.0,8.0,1.5639890699267807,hawkish
자금/NNG;유입/NNG;주춤/NNG,23,6.0,11.0,0.6204254161693016,dovish
피해/NNG;작/VA,23,11.0,7.0,1.7874160799163208,hawkish
예상/NNG;작/VA특파원/NNG,23,5.0,12.0,0.4739360817959943,dovish
외국인/NNG;국채선물/NNG;매수/NNG;하락/NNG,23,9.0,7.0,1.4624313381133536,hawkish
경제/NNG;지표/NNG;많/VA,23,6.0,12.0,0.5687232981551931,dovish
해수욕장/NNG,23,12.0,6.0,2.2748931926207723,hawkish
학살/NNG,23,15.0,4.0,4.265424736163947,hawkish
단기/NNG;외화차입/NNG;급증/NNG,23,13.0,7.0,2.1124008217192882,hawkish
에너지저장장치/NNG,23,18.0,2.0,10.237019366793474,hawkish
運/NNG,23,8.0,13.0,0.6999671361910069,dovish
다우존스뉴스/NNG,23,14.0,8.0,1.9905315435431756,hawkish
차근/MAG,22,12.0,8.0,1.706169894465579,hawkish
유가/NNG;주가/NNG;하락/NNG,22,15.0,3.0,5.68723298155193,hawkish
상승률/NNG;제한/NNG,22,15.0,3.0,5.68723298155193,hawkish
예신/NNG,22,3.0,12.0,0.28436164907759653,dovish
이임/NNG,22,5.0,10.0,0.5687232981551932,dovish
재정자금/NNG;안정/NNG,22,11.0,6.0,2.0853187599023744,hawkish
다칠/VV,22,7.0,13.0,0.6124712441671311,dovish
활성화/NNG;경기/NNG;부양/NNG,22,0.5,19.0,0.029932805166062792,dovish
금리/NNG;인하/NNG;가계/NNG;부채/NNG;늘/VV,22,1.0,17.0,0.06690862331237565,dovish
가계조사/NNG,22,9.0,6.0,1.7061698944655794,hawkish
경제/NNG;충분히/MAG;강하/VA,22,11.0,8.0,1.5639890699267807,hawkish
국력/NNG,22,5.0,13.0,0.4374794601193793,dovish
원화채권/NNG;시장/NNG;강세/NNG,22,2.0,9.0,0.2527659102911969,dovish
수요예측/NNG;부진/NNG,22,6.0,11.0,0.6204254161693016,dovish
약간/MAG;스티프닝/NNG,22,12.0,8.0,1.706169894465579,hawkish
인플레이션/NNG;압력/NNG;감소/NNG,22,4.0,15.0,0.30331909234943627,dovish
사업성기금/NNG,22,2.0,5.0,0.4549786385241545,dovish
자백/NNG,22,4.0,17.0,0.2676344932495026,dovish
회수의문/NNG,22,5.0,13.0,0.4374794601193793,dovish
차월물/NNG,22,6.0,10.0,0.6824679577862317,dovish
애당초/NNG,22,3.0,13.0,0.2624876760716276,dovish
세계/NNG;최대/NNG;업체/NNG;상승/NNG,22,11.0,6.0,2.0853187599023744,hawkish
꺽/VV,22,12.0,5.0,2.729871831144927,hawkish
인플레이션/NNG;압력/NNG;상쇄/NNG,22,7.0,11.0,0.7238296521975185,dovish
동구권/NNG,22,10.0,8.0,1.4218082453879826,hawkish
인플레이션동학/NNG,22,4.0,13.0,0.34998356809550346,dovish
투자/NNG;위험/NNG기자/NNG,22,10.0,5.0,2.2748931926207727,hawkish
근원/NNG;인플레이션/NNG;소폭/MAG;하락/NNG,22,2.0,17.0,0.1338172466247513,dovish
걸린다면/VV,22,3.0,16.0,0.21327123680819737,dovish
기업/NNG;실적/NNG;부진/NNG;하락/NNG,22,7.0,12.0,0.663510514514392,dovish
오프닝/NNG,22,10.0,6.0,1.8957443271839771,hawkish
자본비율/NNG;개선/NNG,22,12.0,6.0,2.2748931926207723,hawkish
전세난/NNG;해소/NNG,22,6.0,12.0,0.5687232981551931,dovish
자본/NNG;통제/NNG기자/NNG,22,5.0,10.0,0.5687232981551932,dovish
필명/NNG,22,12.0,9.0,1.5165954617471813,hawkish
절하/NNG;절상/NNG,22,12.0,7.0,1.9499084508178046,hawkish
달러엔/NNG;고점/NNG,22,12.0,7.0,1.9499084508178046,hawkish
에러/NNG,22,12.0,8.0,1.706169894465579,hawkish
도운/VV,22,6.0,12.0,0.5687232981551931,dovish
산수/NNG,22,7.0,15.0,0.5308084116115135,dovish
구식/NNG,22,12.0,7.0,1.9499084508178046,hawkish
품절/NNG,22,2.0,15.0,0.15165954617471814,dovish
국제/NNG;유가/NNG;회복/NNG,22,10.0,7.0,1.6249237090148374,hawkish
부추키/VV,22,5.0,13.0,0.4374794601193793,dovish
투자/NNG;지지/NNG,22,5.0,8.0,0.7109041226939913,dovish
경제/NNG;활성화/NNG기자/NNG,22,4.0,12.0,0.3791488654367954,dovish
지수/NNG;예상/NNG;웃돌/VV,22,5.0,12.0,0.4739360817959943,dovish
저량/NNG,22,15.0,6.0,2.843616490775965,hawkish
부채/NNG;거품/NNG,22,11.0,7.0,1.7874160799163208,hawkish
과부/NNG,22,10.0,5.0,2.2748931926207727,hawkish
계절적/VAX;수요/NNG;증가/NNG,22,11.0,7.0,1.7874160799163208,hawkish
유동성/NNG;심각/NNG,22,7.0,14.0,0.5687232981551931,dovish
절하/NNG;압력/NNG기자/NNG,22,10.0,8.0,1.4218082453879826,hawkish
일드커브/NNG;플래트닝/NNG;되돌/VV,22,16.0,2.0,9.099572770483087,hawkish
하루걸러/MAG,22,7.0,13.0,0.6124712441671311,dovish
간당/NNG,22,17.0,2.0,9.66829606863828,hawkish
악성코드/NNG,22,6.0,13.0,0.5249753521432552,dovish
하락/NNG;우려/NNG;완화/NNG,22,7.0,12.0,0.663510514514392,dovish
컨센서스/NNG;상향/NNG,22,10.0,8.0,1.4218082453879826,hawkish
현현/NNG,22,8.0,6.0,1.5165954617471815,hawkish
투자/NNG;위험/NNG;크/VV,22,7.0,11.0,0.7238296521975185,dovish
구조화투자회사/NNG,22,6.0,13.0,0.5249753521432552,dovish
금리/NNG;오르/VV;경제/NNG;성장/NNG,22,11.0,9.0,1.390212506601583,hawkish
gdp/NNG;마이너스성장/NNG,22,7.0,11.0,0.7238296521975185,dovish
총생/NNG,22,15.0,5.0,3.4123397889311584,hawkish
정책/NNG;투명/NNG;높/VV,22,12.0,4.0,3.412339788931158,hawkish
정밀도/NNG,22,12.0,7.0,1.9499084508178046,hawkish
'점검/NNG',22,6.0,14.0,0.48747711270445115,dovish
키워갔/VV,22,2.0,11.0,0.20680847205643385,dovish
행량/NNG,22,7.0,12.0,0.663510514514392,dovish
부친/NNG,22,7.0,11.0,0.7238296521975185,dovish
쫓아갔/VV,22,9.0,5.0,2.0474038733586952,hawkish
넘버원/NNG,22,8.0,13.0,0.6999671361910069,dovish
경제/NNG;성장률/NNG;긍정적/VAX,22,13.0,2.0,7.393402876017509,hawkish
인플레이션/NNG;크/VV,22,10.0,7.0,1.6249237090148374,hawkish
미시경제/NNG,22,9.0,6.0,1.7061698944655794,hawkish
막힌다/VV,22,10.0,8.0,1.4218082453879826,hawkish
순시/NNG,22,8.0,12.0,0.7582977308735908,dovish
인플레이션/NNG;상향/NNG,22,10.0,8.0,1.4218082453879826,hawkish
글로벌/NNG;경제/NNG;이중침체/NNG,22,12.0,6.0,2.2748931926207723,hawkish
인상/NNG;힘들/VA,22,13.0,8.0,1.8483507190043773,hawkish
불안/NNG;금리/NNG;인하/NNG,22,7.0,13.0,0.6124712441671311,dovish
패치/NNG,22,8.0,6.0,1.5165954617471815,hawkish
도축/NNG,22,7.0,11.0,0.7238296521975185,dovish
부실/NNG;늘/VV,22,3.0,16.0,0.21327123680819737,dovish
크로스오버/NNG,22,6.0,10.0,0.6824679577862317,dovish
출가/NNG,22,5.0,15.0,0.3791488654367954,dovish
양적완화/NNG;축소/NNG;늦/VV,22,9.0,4.0,2.5592548416983685,hawkish
사사/NNG,22,12.0,4.0,3.412339788931158,hawkish
이익률/NNG;높/VA,22,10.0,7.0,1.6249237090148374,hawkish
세모/NNG,22,17.0,4.0,4.83414803431914,hawkish
노바/NNG,22,9.0,2.0,5.118509683396737,hawkish
기회/NNG;잡/VV;못하/VX,22,11.0,7.0,1.7874160799163208,hawkish
상승률/NNG;물가/NNG;안정/NNG;목표/NNG;안정/NNG,22,1.0,19.0,0.059865610332125584,dovish
일익/NNG,22,12.0,9.0,1.5165954617471813,hawkish
세계/NNG;경제/NNG;성장/NNG;약화/NNG,22,4.0,12.0,0.3791488654367954,dovish
마이너스/NNG;상향/NNG,22,12.0,8.0,1.706169894465579,hawkish
하락/NNG;금융시장/NNG;불안/NNG,22,14.0,3.0,5.308084116115136,hawkish
신용/NNG;좋/VA,22,12.0,8.0,1.706169894465579,hawkish
fed/NNG;통화/NNG;긴축정책/NNG;중단/NNG,22,12.0,8.0,1.706169894465579,hawkish
이로울/VA,22,7.0,11.0,0.7238296521975185,dovish
채권펀드/NNG;수익률/NNG;부진/NNG,22,10.0,7.0,1.6249237090148374,hawkish
절상/NNG;최대/NNG,22,12.0,6.0,2.2748931926207723,hawkish
창문/NNG,22,6.0,10.0,0.6824679577862317,dovish
짠/VA,22,13.0,8.0,1.8483507190043773,hawkish
