ngram,all,up,down,polarity,hawk/dov
인하/NNG,133768,42335.0,67045.0,0.7182310635364336,dovish
위안/NNG,45599,19628.0,16925.0,1.3191020261376816,hawkish
기자/NNG,36683,10730.0,17715.0,0.6889529764837957,dovish
양적완화/NNG,34892,10170.0,16450.0,0.7032116647098253,dovish
대책/NNG,23228,6852.0,12260.0,0.635708326094516,dovish
금리/NNG;인상/NNG,22874,10015.0,8351.0,1.3640914455811899,hawkish
긴축/NNG,21671,9787.0,7836.0,1.4206469931201824,hawkish
노력/NNG,20694,6674.0,10023.0,0.7573898616956517,dovish
활성화/NNG,18041,5647.0,9569.0,0.6712468313684554,dovish
부양책/NNG,16346,4772.0,7942.0,0.6834418480978548,dovish
콜/NNG,16029,7700.0,5771.0,1.5176466455709536,hawkish
구조조정/NNG,15364,4441.0,7234.0,0.6982859184703379,dovish
금리/NNG;인하/NNG,15065,4337.0,7829.0,0.6301067681949348,dovish
브렉시트/NNG,14881,3218.0,9774.0,0.3744938762969944,dovish
조기/NNG,13811,4230.0,6674.0,0.7209168568164419,dovish
추경/NNG,13713,3003.0,8718.0,0.3918045570910862,dovish
근원/NNG,11472,5081.0,4289.0,1.3474856973310962,hawkish
cp/NNG,10832,3324.0,5430.0,0.6962932755314408,dovish
중립/NNG,9958,4426.0,3659.0,1.3758782823913005,hawkish
유럽연합/NNG,9884,2844.0,5173.0,0.6253427643353447,dovish
구제금융/NNG,9575,2326.0,5531.0,0.4783404055357002,dovish
절하/NNG,9156,3906.0,3013.0,1.474565683766468,hawkish
경제정책/NNG,8869,2592.0,4365.0,0.6754322056441056,dovish
지준율/NNG,8668,3954.0,3289.0,1.3674259172427081,hawkish
국/NNG,8640,3772.0,3263.0,1.3148785048368914,hawkish
부과/NNG,8607,3772.0,3020.0,1.4206783315505882,hawkish
관세/NNG,8512,3715.0,3157.0,1.3384903722816233,hawkish
일자리/NNG,7567,2386.0,3725.0,0.7285765312205588,dovish
디폴트/NNG,7277,1908.0,3745.0,0.5795055022056653,dovish
테이퍼링/NNG,7197,2000.0,3073.0,0.7402841498928645,dovish
엔원/NNG,6992,2064.0,3487.0,0.6732692213319865,dovish
외채/NNG,6908,1843.0,3320.0,0.6314199027108559,dovish
탈퇴/NNG,6748,1710.0,3727.0,0.52187649039194,dovish
oecd/NNG,6163,2672.0,2058.0,1.4768014117304915,hawkish
층/NNG,6123,2003.0,3041.0,0.7491961632389685,dovish
기능/NNG,6026,2646.0,2159.0,1.394017458933433,hawkish
전세/NNG,5971,2809.0,2311.0,1.382556247960136,hawkish
저성장/NNG,5842,1553.0,2674.0,0.6606038010733095,dovish
과열/NNG,5793,2634.0,2092.0,1.4321387833085837,hawkish
노동시장/NNG,5745,1497.0,3172.0,0.5368088129497629,dovish
법안/NNG,5701,1638.0,2477.0,0.7521750200873688,dovish
원화채권/NNG,5572,1715.0,2688.0,0.7257146252501161,dovish
공사채/NNG,5480,1768.0,2711.0,0.7417947555428854,dovish
답변/NNG,5384,1746.0,2623.0,0.7571413485161776,dovish
pce/NNG,5353,2419.0,1957.0,1.4059700135282698,hawkish
pf/NNG,5233,2406.0,1824.0,1.5003818589488973,hawkish
물가채/NNG,5207,1587.0,2470.0,0.7308209507467947,dovish
편성/NNG,5147,1166.0,3049.0,0.4349828571000034,dovish
서브프라임/NNG,5133,3031.0,1648.0,2.0919906756169784,hawkish
els/NNG,5035,1533.0,2295.0,0.7597845891694213,dovish
위험요인/NNG,4974,1431.0,2399.0,0.6784852352314141,dovish
타결/NNG,4966,1383.0,2862.0,0.5496466256803857,dovish
활력/NNG,4815,1318.0,2418.0,0.6199977725132708,dovish
원장/NNG,4758,1340.0,2331.0,0.6538732042281927,dovish
내구재/NNG,4729,1995.0,1712.0,1.3254707708173015,hawkish
산유국/NNG,4636,1786.0,1437.0,1.413694934593145,hawkish
유통/NNG,4607,2024.0,1706.0,1.3494677086355342,hawkish
선물환/NNG,4536,2193.0,1738.0,1.4352246177840489,hawkish
행보/NNG,4536,2105.0,1651.0,1.45022718669495,hawkish
정책금융/NNG,4531,1350.0,2035.0,0.7545714520977992,dovish
재정환율/NNG,4526,1143.0,2384.0,0.545344571972639,dovish
건설업/NNG,4520,1043.0,2321.0,0.5111403705091481,dovish
원칙/NNG,4495,1847.0,1549.0,1.3562710544772647,hawkish
월세/NNG,4421,2185.0,1488.0,1.6702424818133024,hawkish
차질/NNG,4393,2047.0,1751.0,1.329727688547893,hawkish
부채비율/NNG,4316,1206.0,2121.0,0.6467518128950145,dovish
초저금리/NNG,4288,1170.0,2070.0,0.642904597914566,dovish
공공기관/NNG,4286,2003.0,1624.0,1.4028974953261721,hawkish
대안/NNG,4243,1303.0,2085.0,0.7108359304520062,dovish
거시정책/NNG,4180,1111.0,2462.0,0.5132831716087892,dovish
리보/NNG,4088,1352.0,2146.0,0.7166019562961986,dovish
근본적/VAX,4067,1223.0,1997.0,0.6965934838696055,dovish
분쟁/NNG,3948,1771.0,1452.0,1.3873401667119103,hawkish
공기업/NNG,3909,1209.0,1968.0,0.6987667352333622,dovish
저유가/NNG,3905,996.0,1891.0,0.5990993177816735,dovish
목표가격/NNG,3902,1719.0,1481.0,1.3202367988234665,hawkish
차기/NNG,3878,1183.0,1905.0,0.7063513508846125,dovish
긴축정책/NNG,3866,1842.0,1387.0,1.51058156481884,hawkish
월래/NNG,3806,1680.0,1407.0,1.3581451896243417,hawkish
금리/NNG;내리/VV,3602,1144.0,1805.0,0.7209079812626491,dovish
엔저/NNG,3598,738.0,2147.0,0.3909807117266255,dovish
세입/NNG,3589,1481.0,1284.0,1.311961377831528,hawkish
고유가/NNG,3524,1706.0,1477.0,1.3138008756300057,hawkish
금융정책/NNG,3458,1807.0,1071.0,1.9191092432613144,hawkish
조직/NNG,3436,1585.0,1247.0,1.4457520891354947,hawkish
리라/NNG,3384,1598.0,953.0,1.9072819107072372,hawkish
신속/NNG,3384,930.0,2008.0,0.5268054455023203,dovish
체질/NNG,3356,1701.0,1154.0,1.6766002255840267,hawkish
방지/NNG,3353,1062.0,1621.0,0.7451994357073597,dovish
낫/VV,3195,1010.0,1631.0,0.7043660712896934,dovish
전면/NNG,3168,850.0,1671.0,0.5785934212231167,dovish
돌아오/VV,3164,925.0,1490.0,0.7061329540853067,dovish
효율/NNG,3139,989.0,1550.0,0.7257643120974011,dovish
젂/VV,3125,1746.0,987.0,2.0121395715885857,hawkish
코리보/NNG,3097,1499.0,1233.0,1.382832480023738,hawkish
채권단/NNG,3092,880.0,1679.0,0.5961602172442761,dovish
롤오버/NNG,3092,899.0,1654.0,0.6182372975109052,dovish
당부/NNG,3051,1051.0,1597.0,0.7485637900577431,dovish
새누리당/NNG,2999,581.0,1471.0,0.44925660941966983,dovish
채용/NNG,2988,1261.0,1072.0,1.3379852219658555,hawkish
곡물/NNG,2980,939.0,1554.0,0.6872988120562757,dovish
북한리스크/NNG,2963,1444.0,1055.0,1.5568463365613248,hawkish
새해/NNG,2960,1588.0,904.0,1.9980809678549702,hawkish
금융투자/NNG,2940,865.0,1362.0,0.722387155512837,dovish
개시/NNG,2904,873.0,1586.0,0.6260976535806854,dovish
조작/NNG,2897,742.0,1628.0,0.5184185346820064,dovish
삭제/NNG,2883,918.0,1465.0,0.7127481060839143,dovish
질의/NNG,2833,775.0,1523.0,0.5788057203811879,dovish
가동/NNG,2822,850.0,1309.0,0.7386016859158351,dovish
이자비용/NNG,2821,847.0,1483.0,0.6496407734827356,dovish
출석/NNG,2811,752.0,1451.0,0.5894967887149624,dovish
종금/NNG,2788,1257.0,1081.0,1.3226367914543526,hawkish
자연/NNG,2785,1245.0,1065.0,1.3296910914614375,hawkish
페소/NNG,2784,1174.0,1003.0,1.3313681994699833,hawkish
차관보/NNG,2772,636.0,1800.0,0.401897797363003,dovish
정점/NNG,2769,1245.0,1056.0,1.3410236859909384,hawkish
금융지원/NNG,2745,772.0,1313.0,0.6687804816082391,dovish
테러/NNG,2717,1040.0,745.0,1.5878449129702035,hawkish
전이/NNG,2715,843.0,1370.0,0.6999032705763909,dovish
도전/NNG,2712,1010.0,881.0,1.3039966654636663,hawkish
보금자리론/NNG,2709,1233.0,1050.0,1.335687288810196,hawkish
취지/NNG,2699,768.0,1283.0,0.6808721636526708,dovish
병행/NNG,2685,573.0,1349.0,0.4831407707085628,dovish
초장기물/NNG,2684,1076.0,920.0,1.330317975684756,hawkish
순유입/NNG,2667,792.0,1322.0,0.681435479786555,dovish
상승국면/NNG,2618,1141.0,987.0,1.314920533323354,hawkish
경제관계장관회의/NNG,2563,571.0,1577.0,0.41184654818847843,dovish
리보금리/NNG,2556,808.0,1384.0,0.6640584174991272,dovish
순위/NNG,2555,807.0,1224.0,0.7499341529595438,dovish
즉각/MAG,2539,789.0,1247.0,0.7196835320680791,dovish
bw/NNG,2523,1099.0,919.0,1.360232654347241,hawkish
산업활동/NNG,2510,1142.0,996.0,1.3041807359301818,hawkish
외평채/NNG,2507,1058.0,817.0,1.4729724588695086,hawkish
ff/NNG;금리선물/NNG;시장/NNG;금리/NNG;인상/NNG,2496,1046.0,908.0,1.3103184358377356,hawkish
물가/NNG;상승/NNG,2487,1082.0,932.0,1.3205120356307272,hawkish
실업/NNG,2486,719.0,1409.0,0.5804287457396506,dovish
허리케인/NNG,2481,1583.0,683.0,2.6362781287838084,hawkish
최대한/NNG,2453,631.0,1386.0,0.517841848680991,dovish
화폐/NNG,2444,1203.0,862.0,1.5874109690967453,hawkish
필수/NNG,2430,727.0,1281.0,0.6455298013408671,dovish
경상/NNG;수지/NNG;흑자/NNG,2415,739.0,1237.0,0.6795254928644909,dovish
물/VV,2409,777.0,1163.0,0.7599277775865606,dovish
유망/NNG,2381,714.0,1279.0,0.6349780060716308,dovish
수출입은행/NNG,2349,669.0,1165.0,0.6531774874949771,dovish
유상증자/NNG,2346,1038.0,869.0,1.3586531265479642,hawkish
경색/NNG,2330,691.0,1337.0,0.5878650695964673,dovish
중견/NNG,2327,549.0,1121.0,0.5570545774972364,dovish
업무보고/NNG,2308,634.0,1270.0,0.5678276709140038,dovish
부채한도/NNG,2306,601.0,1034.0,0.6611270835421104,dovish
수립/NNG,2300,972.0,776.0,1.4247398087805352,hawkish
세제개편안/NNG,2299,1218.0,723.0,1.9161963406722686,hawkish
막대/NNG,2296,1060.0,875.0,1.377935305244582,hawkish
공고/NNG,2284,602.0,1064.0,0.6435553110703501,dovish
외화차입/NNG,2276,1115.0,842.0,1.5062386637601906,hawkish
의혹/NNG,2272,687.0,1130.0,0.6915272669603852,dovish
미사일/NNG,2259,1093.0,889.0,1.3984579637426908,hawkish
아베노믹스/NNG,2257,370.0,986.0,0.4268308728548102,dovish
미분양/NNG,2255,1014.0,800.0,1.4417135608234144,hawkish
국민투표/NNG,2252,480.0,1521.0,0.3589575057389779,dovish
요약/NNG,2252,716.0,1087.0,0.7492288527674669,dovish
예의/NNG,2237,528.0,1024.0,0.5864959012225428,dovish
경제/NNG;활성화/NNG,2216,494.0,1343.0,0.41839063185207054,dovish
부품/NNG,2216,1009.0,850.0,1.3502160184437406,hawkish
금융규제/NNG,2205,531.0,963.0,0.6271901792739512,dovish
추격/NNG,2178,990.0,811.0,1.3884983111557119,hawkish
샀/VV,2172,974.0,838.0,1.3220441346137424,hawkish
연구개발/NNG,2160,615.0,1227.0,0.5701138196665749,dovish
금융투자업계/NNG,2149,647.0,994.0,0.7403701688257744,dovish
핵/NNG,2130,926.0,719.0,1.4649173131897322,hawkish
외교/NNG,2108,866.0,729.0,1.351205421680102,hawkish
지정학/NNG;위험/NNG,2096,935.0,771.0,1.379393732231143,hawkish
인내심/NNG,2089,535.0,1193.0,0.5100871156966108,dovish
협조/NNG,2083,598.0,997.0,0.6822397839454472,dovish
유/NNG,2060,878.0,704.0,1.418576863012101,hawkish
g7/NNG,2050,596.0,1109.0,0.6112878010829487,dovish
주석/NNG,2042,969.0,738.0,1.4934766284888403,hawkish
운송/NNG,2038,856.0,693.0,1.4049845403199,hawkish
인플레이션/NNG;우려/NNG,2033,982.0,779.0,1.4338543742962762,hawkish
동행/NNG,2028,941.0,763.0,1.402801110259598,hawkish
미매각/NNG,1985,601.0,956.0,0.7150684146260902,dovish
분할상환/NNG,1984,924.0,800.0,1.3137508187384959,hawkish
요금/NNG,1977,615.0,1097.0,0.6376751656617023,dovish
가이드라인/NNG,1964,849.0,736.0,1.31208173949391,hawkish
바이백/NNG,1960,978.0,709.0,1.5690024981545243,hawkish
담합/NNG,1960,345.0,1335.0,0.29394687320380763,dovish
재무장관회의/NNG,1948,552.0,869.0,0.7225207378174144,dovish
매입세/NNG,1948,497.0,961.0,0.5882528182791487,dovish
잠정치/NNG,1942,851.0,730.0,1.3259822650138884,hawkish
정착/NNG,1937,616.0,982.0,0.7135102885205681,dovish
상업/NNG,1936,906.0,719.0,1.4332776303994572,hawkish
모아/VV,1935,858.0,725.0,1.3461092132887051,hawkish
대내/NNG,1932,489.0,1022.0,0.5442381463755174,dovish
고채/NNG,1921,867.0,656.0,1.503302132623635,hawkish
재할인율/NNG,1917,964.0,805.0,1.3621099612959158,hawkish
연착륙/NNG,1916,879.0,684.0,1.4617186522760663,hawkish
구체/NNG,1903,515.0,1130.0,0.5183938027432291,dovish
총회/NNG,1897,538.0,975.0,0.6276371987846028,dovish
중국발/NNG,1894,832.0,664.0,1.425234289352773,hawkish
전무/NNG,1871,1053.0,557.0,2.1503254325221484,hawkish
제어/NNG,1858,795.0,692.0,1.3067486185935795,hawkish
민생/NNG,1856,361.0,880.0,0.4666116150773289,dovish
개/NNG,1855,842.0,576.0,1.6627257536342797,hawkish
주체/NNG,1831,589.0,897.0,0.7468852232183025,dovish
기재/NNG,1827,536.0,871.0,0.6999671361910069,dovish
정유/NNG,1824,811.0,676.0,1.3645993929108329,hawkish
망/NNG,1817,933.0,639.0,1.66077883311047,hawkish
주택연금/NNG,1816,1354.0,328.0,4.695435034769094,hawkish
양방향/NNG,1807,902.0,706.0,1.4532249714900403,hawkish
시한/NNG,1802,538.0,939.0,0.6516999667891243,dovish
착수/NNG,1800,559.0,899.0,0.7072665710094613,dovish
총량/NNG,1796,378.0,944.0,0.45546060742089617,dovish
찬성/NNG,1790,571.0,875.0,0.7422651502779778,dovish
특이/NNG,1783,497.0,992.0,0.5698699177079253,dovish
해법/NNG,1783,545.0,827.0,0.7495869346906414,dovish
기국/NNG,1767,787.0,618.0,1.448495908246398,hawkish
양적/VAX,1761,784.0,652.0,1.367727195563409,hawkish
인플레이션/NNG;압력/NNG,1738,845.0,657.0,1.462925987644256,hawkish
이중침체/NNG,1736,757.0,658.0,1.3085821784300338,hawkish
파급/NNG,1735,574.0,884.0,0.7385682650250698,dovish
극/NNG,1721,466.0,866.0,0.6120671060977366,dovish
상기/NNG,1713,795.0,638.0,1.4173511662488354,hawkish
루피/NNG,1708,752.0,629.0,1.35987256029477,hawkish
세입자/NNG,1699,415.0,1073.0,0.4399257571936722,dovish
브랜드/NNG,1686,743.0,635.0,1.3309020804072706,hawkish
탄핵/NNG,1685,666.0,520.0,1.4568066021975328,hawkish
부서/NNG,1679,875.0,523.0,1.9029938274791354,hawkish
프레디맥/NNG,1673,890.0,608.0,1.6650122873622426,hawkish
대응책/NNG,1667,508.0,939.0,0.6153598199421472,dovish
선도/NNG,1664,941.0,459.0,2.331889427294277,hawkish
완전고용/NNG,1656,506.0,768.0,0.7494114293399159,dovish
애로/NNG,1637,475.0,777.0,0.6953502358396826,dovish
도발/NNG,1622,1093.0,366.0,3.396800901003421,hawkish
유효수요/NNG,1621,463.0,789.0,0.667474998848807,dovish
예정액/NNG,1620,470.0,780.0,0.6853844875203609,dovish
보고/NNG,1612,489.0,792.0,0.7022871030249732,dovish
원론/NNG,1607,459.0,849.0,0.614944626273813,dovish
블루칩/NNG,1601,774.0,634.0,1.3886177689972221,hawkish
조율/NNG,1595,493.0,882.0,0.6357836417018371,dovish
포워드가이던스/NNG,1593,458.0,711.0,0.7327011829960011,dovish
보강/NNG,1583,370.0,1017.0,0.4138202956094817,dovish
커버드본드/NNG,1579,530.0,849.0,0.7100667797932917,dovish
실태/NNG,1574,704.0,603.0,1.3279641854104671,hawkish
신탁/NNG,1567,474.0,756.0,0.7131609611787342,dovish
채권자금/NNG,1567,431.0,857.0,0.5720414037453634,dovish
수출/NNG;부진/NNG,1565,419.0,881.0,0.540964953296313,dovish
배당주/NNG,1557,488.0,804.0,0.6903904713923736,dovish
스트레스테스트/NNG,1550,648.0,509.0,1.4480656078764838,hawkish
세제개편/NNG,1545,762.0,590.0,1.469041197268668,hawkish
내정자/NNG,1536,434.0,985.0,0.5011693632474189,dovish
세/VA,1515,491.0,736.0,0.7588128787885864,dovish
듣/VV,1509,781.0,498.0,1.7838268910008264,hawkish
명시/NNG,1498,417.0,662.0,0.7164882638390196,dovish
금융서비스/NNG,1489,650.0,559.0,1.3226123212911467,hawkish
임대료/NNG,1480,689.0,518.0,1.5129357236638148,hawkish
롱스탑/NNG,1478,434.0,674.0,0.7324211020752338,dovish
당연히/MAG,1472,655.0,526.0,1.4164021303865073,hawkish
순손실/NNG,1468,434.0,838.0,0.5890833207621808,dovish
취약계층/NNG,1466,432.0,748.0,0.6569210288851428,dovish
시너지/NNG,1460,464.0,720.0,0.733021139844471,dovish
해외진출/NNG,1456,433.0,798.0,0.6171859350907233,dovish
보험금/NNG,1454,680.0,532.0,1.4538791080659073,hawkish
매수전략/NNG,1453,948.0,356.0,3.028930823882713,hawkish
후속/NNG,1445,426.0,791.0,0.6125818584427616,dovish
중국은행/NNG,1442,630.0,508.0,1.4106129048731166,hawkish
최우선/NNG,1439,675.0,546.0,1.4061839789551478,hawkish
적합/NNG,1436,426.0,668.0,0.7253776198027312,dovish
양적완화/NNG;축소/NNG,1423,411.0,683.0,0.6844663998295296,dovish
코코본드/NNG,1422,373.0,560.0,0.757620679328168,dovish
세계/NNG;경제/NNG;회복/NNG,1417,256.0,742.0,0.3924344051960362,dovish
매도전략/NNG,1409,800.0,379.0,2.400942683504773,hawkish
의/NNG,1403,642.0,539.0,1.3548065210227607,hawkish
전고점/NNG,1400,638.0,538.0,1.348867896739826,hawkish
예단/NNG,1400,411.0,720.0,0.649292432060512,dovish
조처/NNG,1399,401.0,622.0,0.733305603087564,dovish
역마진/NNG,1386,419.0,699.0,0.681817058446426,dovish
소지/NNG,1386,615.0,529.0,1.3223623000583884,hawkish
자유무역협정/NNG,1380,273.0,605.0,0.5132610261036948,dovish
팽창/NNG,1380,743.0,444.0,1.903429777159047,hawkish
독자/NNG,1369,417.0,692.0,0.6854266339038021,dovish
구제/NNG,1352,475.0,719.0,0.7514424662690311,dovish
지배구조/NNG,1343,401.0,665.0,0.6858888498052103,dovish
둘/VV,1329,530.0,432.0,1.3954784630659829,hawkish
물가/NNG;상승/NNG;압력/NNG,1329,607.0,476.0,1.4504833696647152,hawkish
수탁고/NNG,1327,690.0,500.0,1.569676302908333,hawkish
낫/VA,1326,430.0,646.0,0.7571238953768825,dovish
화두/NNG,1323,633.0,458.0,1.5720604704464505,hawkish
조세/NNG,1321,431.0,654.0,0.7496016559782513,dovish
행/NNG,1315,617.0,437.0,1.6059600684748472,hawkish
재평가/NNG,1312,596.0,464.0,1.4610305418124785,hawkish
고/NNG,1302,591.0,467.0,1.4394666775576834,hawkish
인하/NNG;효과/NNG,1297,312.0,771.0,0.4602896732150979,dovish
바란다/VV,1293,369.0,709.0,0.5919856051319217,dovish
부담금/NNG,1292,651.0,490.0,1.5111790493837987,hawkish
서프라이즈/NNG,1276,523.0,447.0,1.3308379639157315,hawkish
년/NNG,1275,548.0,414.0,1.5056056395606077,hawkish
재정보강/NNG,1271,30.0,1189.0,0.028699241286216638,dovish
불씨/NNG,1269,269.0,589.0,0.5194790057852188,dovish
단축/NNG,1264,373.0,714.0,0.5942122975122885,dovish
수출국/NNG,1263,379.0,594.0,0.7257445454573003,dovish
응찰액/NNG,1260,410.0,616.0,0.7570667280637311,dovish
예대율/NNG,1258,384.0,610.0,0.7160319557101447,dovish
투신사/NNG,1245,619.0,499.0,1.4109808479281143,hawkish
면담/NNG,1242,680.0,383.0,2.019487429480581,hawkish
총력/NNG,1241,378.0,695.0,0.6186400192882389,dovish
북핵/NNG,1238,673.0,259.0,2.955604476126988,hawkish
기대/NNG;높/VA,1227,595.0,440.0,1.5381380109197267,hawkish
거주/NNG,1227,574.0,477.0,1.368751250067425,hawkish
환율보고서/NNG,1225,559.0,406.0,1.5660902643780932,hawkish
붐/NNG,1220,376.0,732.0,0.5842621860829306,dovish
농업/NNG,1220,528.0,458.0,1.311292145964812,hawkish
증세/NNG,1215,225.0,483.0,0.5298664268526643,dovish
부결/NNG,1213,333.0,695.0,0.5449923979444008,dovish
영구채/NNG,1209,321.0,689.0,0.529927949804984,dovish
우선/NNG,1208,637.0,401.0,1.8068665382785936,hawkish
ecb/NNG;금리/NNG;인상/NNG,1204,675.0,373.0,2.0583819102131655,hawkish
일보/NNG,1200,327.0,638.0,0.5829859514004644,dovish
금리/NNG;인상/NNG;지연/NNG,1199,364.0,616.0,0.67212753418341,dovish
단서/NNG,1199,370.0,584.0,0.720642535333635,dovish
펜딩/NNG,1197,590.0,423.0,1.5865094369341082,hawkish
휴일/NNG,1194,538.0,445.0,1.375160154640422,hawkish
리/NNG,1189,565.0,416.0,1.5448493435465582,hawkish
공공요금/NNG,1187,501.0,434.0,1.313043190671667,hawkish
서브프라임사태/NNG,1186,641.0,413.0,1.7653832160652727,hawkish
경제/NNG;체질/NNG;개선/NNG,1184,799.0,284.0,3.200069825535206,hawkish
회/NNG,1184,530.0,451.0,1.336688904754999,hawkish
bei/NNG,1183,358.0,578.0,0.7045084454656024,dovish
적절히/MAG,1178,504.0,409.0,1.4016456834729454,hawkish
좁혀졌/VV,1176,519.0,453.0,1.3031672924615683,hawkish
수출/NNG;증가/NNG,1174,366.0,573.0,0.726536569371032,dovish
자부담/NNG,1172,557.0,424.0,1.4942399861907665,hawkish
떠안/VV,1172,369.0,602.0,0.6972056379377615,dovish
별/NNG,1172,344.0,525.0,0.7452983412014721,dovish
가나다순/NNG,1159,558.0,432.0,1.469201853567582,hawkish
北/NNG,1158,546.0,450.0,1.380101870189935,hawkish
세월/NNG,1153,281.0,593.0,0.5389924006125101,dovish
점유율/NNG,1151,363.0,584.0,0.7070087576381339,dovish
공무원연금/NNG,1150,304.0,728.0,0.4749776995581832,dovish
파워/NNG,1150,522.0,431.0,1.3776035342784723,hawkish
여론조사/NNG,1147,333.0,575.0,0.6587299418632322,dovish
환율조작국/NNG,1144,322.0,569.0,0.6436868260315367,dovish
여전사/NNG,1144,560.0,416.0,1.5311781104178275,hawkish
반환/NNG,1142,188.0,738.0,0.2897560435045428,dovish
감/NNG,1140,556.0,435.0,1.4538397874679876,hawkish
신용등급/NNG;상향/NNG,1138,273.0,486.0,0.6389360510138589,dovish
기울여야/VV,1138,330.0,670.0,0.5602348907200408,dovish
정/NNG,1137,503.0,425.0,1.3462015010449981,hawkish
컴퓨터/NNG,1137,516.0,431.0,1.361769010895961,hawkish
ㅣ/NNG,1135,516.0,328.0,1.7893976941956071,hawkish
양자/NNG,1135,652.0,339.0,2.187655400573368,hawkish
각오/NNG,1130,267.0,714.0,0.4253476767715309,dovish
채무조정/NNG,1129,491.0,406.0,1.3755819674591123,hawkish
중산층/NNG,1127,348.0,562.0,0.7043263621281395,dovish
행복/NNG,1125,502.0,403.0,1.4168689611608285,hawkish
외부충격/NNG,1125,314.0,664.0,0.5378889024720801,dovish
견실/NNG,1125,541.0,340.0,1.8098782605997614,hawkish
유로그룹/NNG,1119,229.0,682.0,0.3819285492009947,dovish
기하/VV,1117,550.0,443.0,1.4121797471122175,hawkish
수출/NNG;감소/NNG,1117,290.0,645.0,0.51141009756591,dovish
옳/VA,1116,444.0,385.0,1.3117565941865232,hawkish
국과/NNG,1115,581.0,411.0,1.6079232906480154,hawkish
개별소비세/NNG,1103,272.0,601.0,0.5147844828559485,dovish
고정자산/NNG,1102,506.0,352.0,1.6350794821961803,hawkish
노사정/NNG,1099,93.0,907.0,0.11662903357978599,dovish
대타협/NNG,1099,188.0,790.0,0.2706834938055096,dovish
연쇄/NNG,1098,584.0,344.0,1.9310139890850742,hawkish
비전통적/VAX,1098,302.0,561.0,0.6123152800102257,dovish
지하철/NNG,1094,236.0,706.0,0.38022294154284864,dovish
고위급/NNG,1087,575.0,436.0,1.5000729194460367,hawkish
기대수익률/NNG,1082,350.0,581.0,0.6852087929580639,dovish
오퍼레이션트위스트/NNG,1080,221.0,494.0,0.5088576878230674,dovish
인사청문회/NNG,1080,536.0,357.0,1.7077629569253976,hawkish
한파/NNG,1079,333.0,500.0,0.7575394331427171,dovish
벤처/NNG,1079,341.0,539.0,0.7196090711351423,dovish
우선주/NNG,1078,313.0,608.0,0.5855605010611034,dovish
후폭풍/NNG,1078,341.0,560.0,0.6926237309675745,dovish
콜/NNG;금리/NNG;인상/NNG,1074,633.0,307.0,2.345288910307734,hawkish
의사결정/NNG,1072,469.0,402.0,1.3270210290287838,hawkish
간부회의/NNG,1072,361.0,544.0,0.7548129067427378,dovish
소비자/NNG;물가/NNG;상승/NNG,1066,494.0,392.0,1.433414843309517,hawkish
긍정적/VAX;효과/NNG,1065,421.0,333.0,1.4380330842242417,hawkish
장내시장/NNG,1064,506.0,427.0,1.3478875356746027,hawkish
다양화/NNG,1059,335.0,588.0,0.6480350506190125,dovish
가져야/VV,1057,445.0,377.0,1.3426093776077501,hawkish
가격변수/NNG,1056,312.0,560.0,0.6337202465157865,dovish
가격/NNG;부담/NNG,1055,476.0,362.0,1.4956480106180767,hawkish
시행령/NNG,1054,484.0,386.0,1.426228374648256,hawkish
절/NNG,1054,500.0,289.0,1.9679006856581076,hawkish
경/NNG,1054,516.0,347.0,1.6914191460984416,hawkish
소/NNG,1053,460.0,402.0,1.3015558067233273,hawkish
신축/NNG,1050,341.0,582.0,0.6664420779069444,dovish
도표/NNG,1049,227.0,589.0,0.43837075952879057,dovish
저신용자/NNG,1048,450.0,378.0,1.354103090845698,hawkish
원화/NNG;절상/NNG,1047,619.0,288.0,2.44472028859767,hawkish
대사/NNG,1042,302.0,539.0,0.6373077404188064,dovish
저널/NNG,1038,434.0,367.0,1.345100334601383,hawkish
신년/NNG,1038,601.0,261.0,2.619177794569127,hawkish
장벽/NNG,1035,658.0,265.0,2.8243013598952227,hawkish
통화/NNG;긴축/NNG,1034,464.0,367.0,1.438079620403322,hawkish
법정/NNG,1033,498.0,377.0,1.5025156630306957,hawkish
체인/NNG,1030,475.0,337.0,1.6032259146808112,hawkish
상충/NNG,1029,461.0,383.0,1.3690936838096293,hawkish
환율정책/NNG,1028,445.0,379.0,1.3355243676995299,hawkish
자본비율/NNG,1025,374.0,308.0,1.3811851526626118,hawkish
보증료/NNG,1025,542.0,232.0,2.657310582759609,hawkish
금융안전망/NNG,1023,142.0,722.0,0.22370833334636403,dovish
서명/NNG,1022,471.0,380.0,1.4098351233215576,hawkish
컨틴전시플랜/NNG,1016,150.0,547.0,0.311914057489137,dovish
유용/NNG,1014,287.0,440.0,0.7419253935024565,dovish
제언/NNG,1011,481.0,231.0,2.3684494061701113,hawkish
콜옵션/NNG,1010,320.0,515.0,0.7067629336297545,dovish
fed/NNG;양적완화/NNG;축소/NNG,1008,313.0,491.0,0.725093247749798,dovish
부지/NNG,1004,265.0,551.0,0.5470478185521821,dovish
대답/NNG,1004,343.0,520.0,0.7502772741047354,dovish
인구구조/NNG,1003,505.0,243.0,2.363829346241749,hawkish
럼/NNG,1002,304.0,470.0,0.7357101388901222,dovish
통/MAG,1001,423.0,365.0,1.3181915349021733,hawkish
개발사업/NNG,1001,186.0,513.0,0.41240753784353174,dovish
